≠User ID,Name,Username,Message,Date and Time
7071122079,Artur,Archer1611,попробуй заново,2025-09-21 10:12:28
7071122079,Artur,Archer1611,🔄 Спробуй заново,2025-09-21 10:13:48
7071122079,Artur,Archer1611,🔄 Спробуй заново,2025-09-21 10:16:27
7071122079,Artur,Archer1611,🔄 Спробуй заново,2025-09-21 20:38:27
7071122079,Artur,Archer1611,🔄 Спробуй заново,2025-09-21 20:38:27
7071122079,Artur,Archer1611,🔄 Спробуй заново,2025-09-21 20:38:27
7071122079,Artur,Archer1611,Агат,2025-09-21 20:39:10
7071122079,Artur,Archer1611,Дніпро,2025-09-21 20:39:33
7071122079,Artur,Archer1611,Тель-авів,2025-09-21 20:39:48
7071122079,Artur,Archer1611,Тельавів,2025-09-21 20:40:05
7071122079,Artur,Archer1611,Тель-Авів,2025-09-21 20:40:19
7071122079,Artur,Archer1611,Ялта,2025-09-21 20:40:30
7071122079,Artur,Archer1611,Новомосковськ,2025-09-21 20:41:08
7071122079,Artur,Archer1611,💡 Підказка,2025-09-21 20:41:43
7071122079,Artur,Archer1611,🔄 Спробуй заново,2025-09-21 22:44:34
